frame_indices,x_coords,y_coords,contrasts,calibrated_values,fit_errors,diffblur_errors,residual_errors,neareast_neighbour_distances,selections,good_flags,peak_labels,peak_features
5.000000000000000000e+00,1.054470566501622102e+02,1.486806268091681105e+01,-1.275116879586135447e-03,4.037840896259669421e+01,3.540548844359212577e-01,nan,1.246187603713945663e-05,6.300373012553324159e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,8.939554026424701760e+01,2.656038317809550620e+01,-7.182529466841113507e-03,2.305208681131617539e+02,1.705711732572334771e-02,nan,8.699922575034668809e-06,1.295828744135790345e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,5.531405284034477177e+01,3.318175320572710518e+01,-6.578780028544575775e-03,2.110879266666561875e+02,2.880009841645425617e-02,nan,1.309287517829353164e-05,7.964643724368009714e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,5.526026493655596283e+01,4.606119659661377597e+01,-1.669131744933877864e-02,5.365811447280357243e+02,5.177244407357006750e-03,nan,1.636022444707441347e-05,1.287955570653150872e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,5.582648554617877323e+01,2.523361113489656660e+01,-6.648149615707307086e-03,2.133207322644636577e+02,3.476717761181913335e-02,nan,1.604689240216669165e-05,7.964643724368009714e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,1.135005931629803655e+02,3.460758672230171129e+01,-1.508321672954882758e-02,4.848210516405241037e+02,1.777024714438224517e-02,nan,4.016563291734105392e-05,1.038477881728012520e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,7.701383395356938877e+01,4.240294481562511919e+01,-7.556105854597898117e-03,2.425452073648183102e+02,1.704592514309866136e-02,nan,1.012967052016280945e-05,1.972093778961330202e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,6.037428361555267742e+01,1.169688985029503314e+01,-8.230676586554399807e-03,2.642576806262816831e+02,1.734006047710490162e-02,nan,1.219514546973811215e-05,1.428024125905389674e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,8.966944798013516049e+01,1.360499094258094743e+01,-6.154988868873605135e-03,1.974473197044883364e+02,2.155174087629918578e-02,nan,9.269979861171004810e-06,1.295828744135790345e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,5.926047461177867604e+01,3.381611656632081520e+01,-7.370817832449702046e-03,2.365813239112717952e+02,1.968658418051350001e-02,nan,1.087380561439119392e-05,9.244007809553517419e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
