frame_indices,x_coords,y_coords,contrasts,calibrated_values,fit_errors,diffblur_errors,residual_errors,neareast_neighbour_distances,selections,good_flags,peak_labels,peak_features
5.000000000000000000e+00,8.099289350538707311e+01,4.124390630276671033e+01,-6.608429258216437681e-03,1.995192269932684042e+02,3.603652942266144521e-02,nan,1.625985170557274208e-05,2.276945802285597154e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,2.811392598088913886e+01,4.751465415893058974e+01,-6.137512191670292834e-03,1.853286029648630802e+02,4.125637435094531291e-02,nan,1.611843333181036279e-05,1.862685969077441328e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,4.501292246306166334e+01,3.795502670414428081e+01,-4.135258970568858952e-03,1.249926655168840313e+02,6.296005859633702073e-02,nan,1.113182340464289596e-05,1.279594148729391101e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,4.647201459526202427e+01,5.066750752796464496e+01,-8.010191763511781415e-03,2.417599655497517119e+02,1.883516734025492134e-02,nan,1.172635817468231910e-05,1.279594148729391101e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,1.375161919493085918e+02,2.872439309682648556e+01,-7.659738115807636187e-03,2.311993885241037674e+02,2.108959028929691115e-02,nan,1.236261655863091349e-05,2.671943073863737084e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,4.505424201459029376e+01,7.322312785066048768e+00,-7.036796937617553586e-03,2.124276669631458674e+02,3.476077559301260500e-02,nan,1.707039049685493186e-05,2.366717450509197462e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,8.997022756551478651e+00,4.926699903671803327e+01,-6.015139133692242249e-03,1.816410108592951644e+02,2.404110387758240375e-02,nan,8.584210306201465749e-06,1.919704929043522412e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,5.967229635672612176e+01,2.593541667197430911e+01,-1.093618869221541943e-03,3.333582363491549216e+01,3.480222492896121178e-01,nan,7.651223388285324146e-06,3.552061843511157502e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,1.111012513647929012e+02,3.788732774667365533e+01,-8.229915201594701843e-03,2.483811158999223210e+02,3.139753360163177742e-02,nan,2.071478685566800971e-05,3.790179370758527178e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,4.841915876893718007e+01,3.821365889322825637e+01,-1.580461780359464566e-03,4.800635737352578758e+01,3.342365527776299805e-01,nan,1.479418248565486028e-05,1.665497936394672962e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,1.284495099932714766e+02,3.043234801614398677e+01,-8.222434885125791057e-03,2.481557038981820824e+02,2.012276606366592002e-02,nan,1.303799514382875165e-05,1.802936966351243342e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,1.097406387948769435e+02,2.984296153357872328e+01,-7.174325339842522672e-03,2.165719505065638089e+02,3.283139263411238851e-02,nan,1.788435523596938406e-05,8.158620859912330658e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+01,2.223389396332284917e+01,5.195957195977723586e+01,-6.592966816517987355e-03,1.990532814748501380e+02,3.856300573254778374e-02,nan,1.709421194583356023e-05,9.112051217321461394e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+01,1.328028214017352404e+01,5.026773487913083471e+01,-6.627612359566665244e-03,2.000972909418876782e+02,3.638007510567908831e-02,nan,1.616973431093643866e-05,9.112051217321461394e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,8.563029874443338940e+01,2.598163844110467480e+01,-8.440067780969097433e-03,2.547138578079062938e+02,1.542598294700603390e-02,nan,1.100168315589241447e-05,1.065759748940172891e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,5.302464023748672872e+01,3.432569800572055385e+01,-8.262059076324750756e-03,2.493497400452644399e+02,1.639768841674027477e-02,nan,1.293371670622146330e-05,3.365638567477918031e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,1.105374395815475452e+02,9.144387042102120944e+00,-8.010904379879517714e-03,2.417814395452159317e+02,3.898789386649303967e-02,nan,2.834790760978534699e-05,8.813262710620032081e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
