frame_indices,x_coords,y_coords,contrasts,calibrated_values,fit_errors,diffblur_errors,residual_errors,neareast_neighbour_distances,selections,good_flags,peak_labels,peak_features
6.000000000000000000e+00,1.043432367718124141e+02,1.912309528726042274e+01,-8.861184980678402448e-03,2.845519151668760287e+02,5.232632144130089369e-02,nan,4.198675603849715503e-05,1.535510021626667765e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,7.683262680413312751e+01,7.464640410581821151e+00,-8.821767065378476394e-03,2.832831669223591575e+02,2.026524650561734031e-02,nan,1.606387959088744947e-05,2.656039818109132611e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,1.243174733921475905e+01,3.125651392362366465e+01,-1.514528405632446784e-02,4.868188186784119580e+02,8.601666127689977515e-03,nan,1.887501723315316543e-05,2.266382050043824492e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,3.507221723967485616e+01,3.228504800786450346e+01,-8.328395471165187317e-03,2.674029677974253332e+02,1.784658294515473198e-02,nan,1.290110070470218019e-05,1.147911255916448070e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.191131907588654144e+02,1.492457627790365038e+01,-1.252189985941573949e-03,3.964045882387343056e+01,3.692644890591337825e-01,nan,1.103422723950390454e-05,1.535510021626667765e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,4.038947762413385334e+01,2.211171192033497235e+01,-5.669677610771332518e-03,1.818265593959722821e+02,3.599543467172561240e-02,nan,1.188968253162120815e-05,1.147911255916448070e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+01,5.346249947253505042e+01,4.136622916700236630e+01,-1.695134071772523955e-03,5.389754286906144642e+01,2.411198084801757791e-01,nan,1.092885406002015715e-05,9.636075773557189805e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000000e+01,1.228768800281982863e+02,3.249634141734950532e+01,-8.625112768245483605e-03,2.769534360787634455e+02,1.591510933489292956e-02,nan,1.182029176866569922e-05,2.123529199577388482e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000000e+01,6.130264805117299431e+00,6.566653647850984932e+00,-7.699868678674543117e-03,2.471725152598752118e+02,3.436105279767054377e-02,nan,1.984884916236044709e-05,3.625270916155972856e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
2.600000000000000000e+01,1.440801449813179431e+02,3.366218080319391248e+01,-6.346197058528284252e-03,2.036017561610017594e+02,2.419097122819213741e-02,nan,9.614799255431379679e-06,2.123529199577388482e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
