frame_indices,x_coords,y_coords,contrasts,calibrated_values,fit_errors,diffblur_errors,residual_errors,neareast_neighbour_distances,selections,good_flags,peak_labels,peak_features
5.000000000000000000e+00,4.391236907600854522e+01,1.461061376501358744e+01,-1.787318714673754401e-03,5.491751639954725306e+01,3.355394919088154904e-01,nan,1.883988227939116788e-05,1.050702442429060746e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,7.869599294364304853e+01,2.938519353949714841e+01,-7.511918544613521188e-03,2.377613165979435621e+02,3.297605205166165288e-02,nan,1.840338696996287520e-05,1.003172270523870147e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,6.824370621400897008e+00,4.947515572651165172e+01,-5.979737772651461634e-03,1.888234408932931103e+02,1.201520759806090632e-01,nan,5.587423851912319496e-05,7.098468255822244721e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.392282863578734542e+01,4.948721379057269587e+01,-7.995200548955472275e-03,2.531973507080011530e+02,5.079825458177256170e-02,nan,3.070154434059548302e-05,7.098468255822244721e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,4.883573482046218572e+01,5.328478665857798724e+00,-7.121490934581897400e-03,2.252910531662181199e+02,3.253402384522541269e-02,nan,1.617949365744371823e-05,1.050702442429060746e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,3.122200512098986636e+01,9.351468956355638795e+00,-2.334395216037002743e-02,7.434366960426119704e+02,6.924872278252891533e-03,nan,4.072519508564420668e-05,4.554341903356141863e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,6.560137769174046696e+01,2.995026494756901414e+01,-8.904595944063514387e-03,2.822434525953056550e+02,2.779213448517403595e-02,nan,2.192023255816042586e-05,1.310680183307812108e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,8.393648262696430606e+01,2.083108760644925539e+01,-1.731733091885286980e-03,5.314211081505857948e+01,3.062938328362957430e-01,nan,1.493203707619610905e-05,9.519848877751469374e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.201560511780239437e+02,2.890618679924355305e+01,-1.961989482242077355e-03,6.049650320640306234e+01,3.116592569724142558e-01,nan,2.036520437973991394e-05,9.222991970781496462e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,3.024198203923670292e+01,1.379911832786601877e+01,-7.213383584241766372e-03,2.282261057067005936e+02,3.560149816423018310e-01,nan,2.796797975683338764e-04,4.554341903356141863e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,1.404607578714767158e+02,3.186662830412652880e+01,-1.506800809183202541e-02,4.791029244824107991e+02,4.420010381575056879e-02,nan,9.965063332355631430e-05,1.638662133144503130e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,1.248489798576470804e+02,3.684596017768897269e+01,-9.030990248278825475e-03,2.862804884742664626e+02,2.343421625003927478e-02,nan,1.973091808175102610e-05,9.222991970781496462e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,9.847547797003804249e+01,8.868524654447522693e+00,-7.682714484962292756e-03,2.432165413681536563e+02,2.251705772076678658e-01,nan,1.012513373676840787e-04,5.631262694035300775e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,4.115946921637816303e+01,3.377542657324518416e+01,1.690336786996138362e-03,-5.181991224660720263e+01,3.461233248797708217e-01,nan,1.749908887779162098e-05,1.574823946766595029e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,8.668578916757543595e+01,2.994529827995130944e+01,-8.395868092099398328e-03,2.659946777493502168e+02,2.715523284971899098e-02,nan,1.865549382319333578e-05,9.519848877751469374e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,9.287960924184309874e+01,8.238149602558875628e+00,-8.476584429949193117e-03,2.685727587312499622e+02,1.775429853774486144e-01,nan,1.611234293641993279e-04,5.631262694035300775e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,1.104188007137114802e+01,1.576841953564947474e+01,-1.538268502259091276e-03,4.696284906368319412e+01,3.295224852617162359e-01,nan,1.353948527912724657e-05,1.188410655705578378e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+01,4.674054231042190111e+01,1.904930456336449041e+01,-1.145936942495448356e-02,3.638429540048399531e+02,8.113541617707620279e-02,nan,1.138383353432399016e-04,1.574823946766595029e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,2.383367260052530767e+01,1.976499612598526667e+01,-9.001265038916839850e-03,2.853310648633770370e+02,1.784656872182388554e-02,nan,1.427369349489684921e-05,8.755462738449049098e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,1.181487552269258430e+02,9.601247464891917716e+00,-9.147108713622606468e-03,2.899893139131419275e+02,1.528167679336400742e-02,nan,1.252631374590207148e-05,5.911858781571059929e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,6.963451525423137412e+01,3.619577388153437880e+01,-7.753066845757204152e-03,2.454635967751349597e+02,3.029234891756926729e-02,nan,1.823028241471931957e-05,1.816079258495820525e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000000e+01,4.855923413006832057e+00,2.235575342003374999e+01,-8.981587714591173638e-03,2.847025708438258107e+02,3.360079606535149033e-02,nan,2.655970679235288671e-05,1.915377215018033041e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000000e+01,1.050846724196040753e+02,2.971150098665041384e+01,-7.388747428954178798e-03,2.338272294074215836e+02,3.283641399037029451e-02,nan,1.763015447933473549e-05,2.671044101982456809e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000000e+01,1.317480430759783872e+02,3.696772729054052320e+01,-1.969385387630015038e-03,6.073272852995594917e+01,2.675347427669945155e-01,nan,1.589448521359727138e-05,2.763309890208605069e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
2.600000000000000000e+01,2.690066915037109396e+01,8.151971141275843991e+00,-1.581682654608710867e-02,5.030201965891195641e+02,1.220375183271049657e-02,nan,3.350945059857384162e-05,9.467846183403997529e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000000e+01,7.115562013805549668e+01,2.327305339072029966e+01,-7.191376360987686116e-03,2.275231946821525355e+02,1.856517075053432109e-02,nan,1.009946375002181749e-05,1.340954264282367348e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000000e+01,5.883674875637449730e+01,6.926525114466148381e+00,-2.034397075556336650e-03,6.280920276935896851e+01,2.405237166967592044e-01,nan,1.427008083687006918e-05,7.276781102196876461e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000000e+01,3.580964933940388306e+01,5.128797138683837886e+01,-8.525813028147777653e-03,2.701451208596895412e+02,2.188704352536763320e-02,nan,1.557531354514109969e-05,3.116415193740197864e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
2.800000000000000000e+01,1.960374595812993803e+01,1.418479993705074094e+01,-8.260125555717295204e-03,2.616590592016806909e+02,7.310699483138405341e-02,nan,5.552752483232762065e-05,9.467846183403997529e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+01,6.427144860941749016e+01,1.176548995383252461e+01,-1.538068193619571838e-03,4.695645120288063623e+01,3.636835243985951927e-01,nan,1.639518214425831263e-05,7.276781102196876461e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+01,9.992971450793669419e+01,1.247257303052355226e+01,-1.935870196593742062e-03,5.966225285034641956e+01,3.569091245242503874e-01,nan,2.562539700528385127e-05,7.534895889553629544e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+01,3.841114183719295738e+01,1.423798781631832888e+01,-1.647921497378583740e-03,5.046516729140028445e+01,3.577584333371093273e-01,nan,1.804003708781109380e-05,1.302039094816155362e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.100000000000000000e+01,6.577993088815928502e+01,4.274475244630976078e+01,1.353590002353710110e-03,-4.106421514327615796e+01,3.615512986588985678e-01,nan,1.326880823139405393e-05,1.696419859410185182e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,9.260122003947917335e+01,1.072105229350680133e+01,-7.707008572555879879e-03,2.439924948723151772e+02,3.535210136523536661e-02,nan,2.126977870394302844e-05,7.534895889553629544e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000000e+01,4.881699678239291273e+01,4.295187671711175170e+01,-8.746598833468710241e-03,2.771970226299426372e+02,1.896736560871281618e-02,nan,1.389094834852789031e-05,1.225428215576763336e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000000e+01,8.978988476447118217e+01,4.146788872859516317e+01,-2.547205783906529835e-03,7.918832022647683289e+01,2.116734073323791598e-01,nan,2.037126705646358793e-05,1.597477642279282151e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.600000000000000000e+01,9.806112001213037388e+01,2.780113530153365176e+01,-8.973051500129001698e-03,2.844299240321815887e+02,2.824989235388919440e-02,nan,2.268254262188641279e-05,1.597477642279282151e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.800000000000000000e+01,3.268265000085796856e+01,2.892434671735427898e+01,-7.659959464315536579e-03,2.424897456842203098e+02,3.029666348755166716e-02,nan,1.740489521841175820e-05,9.281045899940835398e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.300000000000000000e+01,1.143848050066175119e+02,2.013190942817189466e+01,-8.263084203895730562e-03,2.617535584666888440e+02,2.700550432224602115e-02,nan,1.926757077746893963e-05,1.199893294782255282e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.300000000000000000e+01,8.907531413743451765e+01,7.179016312659678434e+00,-8.500069559774538208e-03,2.693228741127584271e+02,1.111583179932766896e-01,nan,9.067991910271201912e-05,5.695655906061366736e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.300000000000000000e+01,5.205777277848342521e+01,4.259812858557440762e+01,1.388383220452983320e-03,-4.217551102550198294e+01,3.639275715140637413e-01,nan,1.356604081301646117e-05,1.209897802557052593e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.400000000000000000e+01,2.349583925808930474e+01,2.311876918193295438e+01,-9.079015175553074857e-03,2.878144053362190107e+02,3.893505295905363983e-02,nan,3.055062911127809746e-05,8.705250686090169054e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.400000000000000000e+01,1.248433535576760534e+02,1.425031490869905859e+01,-8.263611907608539239e-03,2.617704133308007499e+02,3.111316435404909431e-02,nan,2.132695471761598445e-05,1.199893294782255282e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.400000000000000000e+01,5.077369191008330063e+01,1.653522544757242940e+01,-1.664899942176004469e-02,5.295998101045097428e+02,8.918931125597828746e-03,nan,2.674043283648146107e-05,1.423475642816085696e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000000e+01,9.111412973595653852e+01,1.249726105650844410e+01,-8.717540201170903905e-03,2.762688894999881768e+02,1.756223476446251430e-01,nan,9.308293868332319658e-05,5.695655906061366736e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000000e+01,1.191847977311577296e+02,3.951818745635480212e+01,-8.166297136222319328e-03,2.586621781450617164e+02,4.002899198507281486e-02,nan,2.764995319285937930e-05,7.267879564108133295e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.600000000000000000e+01,8.310148409772416755e+01,2.586316204242628203e+01,-7.867501748851280299e-03,2.491186492117480213e+02,2.570073897534819185e-02,nan,1.604377551874697712e-05,9.596233210175114436e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.600000000000000000e+01,9.901265896581968207e+01,3.570690154620887569e+01,-8.336658436485497314e-03,2.641035205047401746e+02,2.032860707417305512e-02,nan,1.360072240161500893e-05,1.474876595752719233e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.700000000000000000e+01,1.335518160637425638e+02,2.592463957639382599e+01,1.930048438379409559e-03,-5.947630580996508343e+01,3.735577067596358436e-01,nan,2.889226441412417185e-05,4.861649077933778429e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.800000000000000000e+01,2.351656578930748154e+01,3.495026321148151993e+01,-8.664878708280891392e-03,2.745868806661528652e+02,2.145682106800272937e-02,nan,1.623991293212872957e-05,7.650475911569989407e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.800000000000000000e+01,9.196455811125122182e+01,2.218435641358297161e+01,-7.607085926185393546e-03,2.408009641223915764e+02,1.079173655765172102e-01,nan,6.868267414161621884e-05,5.777009000796443416e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.900000000000000000e+01,1.294973391309758028e+02,3.323455923341506946e+01,-8.836952328484486488e-03,2.800829145491451300e+02,2.763189178812175406e-02,nan,2.115158247161184801e-05,7.754037022838947024e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.900000000000000000e+01,1.137281944706400481e+02,3.471740062337747901e+01,-8.834084727179409430e-03,2.799913233225703380e+02,4.319836289926015649e-02,nan,3.414893492618561538e-05,7.267879564108133295e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.900000000000000000e+01,3.202177502264458298e+01,2.487655439246083944e+01,-1.895977047889467861e-03,5.838806511187423354e+01,2.196947018044046462e-01,nan,1.075856219082501863e-05,8.705250686090169054e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
5.100000000000000000e+01,1.370779306101964323e+02,4.186623472067713436e+01,-9.246423241588478531e-03,2.931614213525506329e+02,1.999646913476171850e-02,nan,1.781599283230274103e-05,1.148787138212441938e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
5.100000000000000000e+01,1.922498524656330687e+01,4.358552395624423781e+01,-8.882845472053481697e-03,2.815487422091536587e+02,2.433613681266355577e-02,nan,1.953899469055196610e-05,9.642893325392558168e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
5.100000000000000000e+01,9.731146491916189234e+01,1.999702457254886667e+01,-8.092906409045259875e-03,2.563180772725089014e+02,6.504145378998327232e-02,nan,4.350624520360957324e-05,5.777009000796443416e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
