frame_indices,x_coords,y_coords,contrasts,calibrated_values,fit_errors,diffblur_errors,residual_errors,neareast_neighbour_distances,selections,good_flags,peak_labels,peak_features
5.000000000000000000e+00,1.165321082306243881e+02,1.165565707464382683e+01,-1.597116499791641567e-02,5.079497689413418584e+02,5.803507291227361087e-03,nan,1.637145026752909234e-05,2.641827274139950887e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,8.817772938664016635e+01,2.126255597635430661e+01,-7.072014224414194423e-03,2.237107663379468931e+02,5.367307873621873782e-02,nan,2.734048067397738612e-05,1.142324825161586688e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,4.008871995891328055e+01,4.536857210169222299e+01,-8.413529081764960574e-03,2.665587700111057643e+02,1.982362815259330890e-02,nan,1.510861961683688345e-05,1.920478704958528482e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,5.928759167141980413e+01,4.489194794511238484e+01,-1.712005416903002522e-02,5.446453054493335912e+02,5.015688730863221423e-03,nan,1.650684353652589188e-05,1.920478704958528482e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,9.053844186966495045e+01,4.933671733952261462e+01,-6.519792065182400224e-03,2.060727826976532810e+02,3.834515273298222393e-02,nan,1.606846586719927841e-05,2.817324084433172260e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,8.107835500605729351e+01,1.231328315548396901e+01,-1.473886634652812064e-03,4.490649129428327058e+01,3.712572231645543397e-01,nan,1.537182927338660249e-05,1.142324825161586688e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,1.443929703210124558e+02,4.939676720586264480e+01,-8.698652371122248678e-03,2.756656119389024866e+02,2.732218763859894928e-02,nan,2.186243047244928713e-05,3.169786847664125062e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,2.959278725828182033e+01,2.484868292729144912e+01,1.566281627924191473e-03,-4.785758869688058326e+01,3.360272010832199285e-01,nan,1.367542752518662610e-05,1.554375518966662639e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,5.029192586290174916e+01,6.510584917938821548e+00,-3.386861653853321871e-03,1.060069406856779608e+02,1.003904183813242312e-01,nan,1.385375928119662115e-05,2.110484605518186996e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,1.443737406282778011e+02,1.769890456212332808e+01,-8.472240751344738835e-03,2.684340215746848344e+02,1.981609678842310984e-02,nan,1.417005713035905578e-05,7.322080577741993501e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,3.073614539089637532e+01,4.035032985840403796e+01,-1.590311685633748412e-03,4.862510908278122912e+01,3.271233686573106203e-01,nan,1.454548201818829680e-05,1.022397553562398009e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+01,1.125487181408649917e+02,3.397659643179496669e+01,-7.899530090957257444e-03,2.501416349153221290e+02,2.550359509471278319e-02,nan,1.582016232878608161e-05,3.094721072255383376e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+01,6.825428639822661125e+01,4.401096373906005255e+01,-7.415459710441002147e-03,2.346804200590153755e+02,4.678798003587802956e-02,nan,2.574395831237099355e-05,1.469222470180846862e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,2.442630620720932200e+01,1.871184462573442886e+01,-1.835545875037039414e-03,5.645789258924736487e+01,2.751364096613615473e-01,nan,1.445139158988961342e-05,2.155374635482387902e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+01,6.445435378460254583e+01,2.981864261739897515e+01,-1.497467050931438042e-03,4.565965012646830701e+01,3.231343049411028456e-01,nan,1.255070356859837222e-05,1.173597737979662270e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,3.358659312534440033e+01,5.016891547274879315e+01,-8.017855962913629855e-03,2.539209649528803538e+02,3.606315982129393305e-02,nan,2.420735347207463915e-05,1.022397553562398009e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+01,4.461484132094307142e+01,5.261305606364373944e+01,-7.406315563270731393e-03,2.343883558680056467e+02,2.244239533115088836e-02,nan,1.236210522928243043e-05,1.129584354936742407e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,6.331840637750819667e+01,1.813776985260037833e+01,-1.636296973164142344e-03,5.009387982223073976e+01,3.268236668463334604e-01,nan,1.516526264553237059e-05,1.173597737979662270e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000000e+01,1.383734444629418761e+02,5.672376907047926409e+00,-6.719094883422967700e-03,2.124385175542221305e+02,5.752628874289511529e-02,nan,2.777320241900474497e-05,3.138433009969276810e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000000e+01,1.035370795021207755e+02,6.494943298726445491e+00,-8.567660869450365382e-03,2.714817415076248608e+02,1.916053374477810767e-02,nan,1.458196349819111249e-05,1.614400748467473079e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000000e+01,4.656497826696622155e+01,4.079467345212125906e+01,-1.481800619541135755e-03,4.515926408446605933e+01,3.680271163916044586e-01,nan,1.536663851750868758e-05,7.219801829938521820e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000000e+01,1.418349340630640540e+02,3.686523290893924809e+01,-8.647458264198739503e-03,2.740304714337615337e+02,2.429426021889580234e-02,nan,1.758300672502215476e-05,2.340561836656976880e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000000e+01,4.304130984181927033e+01,4.709620495590714739e+01,-1.691910743606513633e-03,5.187018444318647425e+01,3.576556271316632118e-01,nan,1.920068841836929276e-05,7.219801829938521820e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000000e+01,9.391369569044411492e+01,3.830237149299783539e+01,-1.645612526182135913e-03,5.039141871846089060e+01,3.674753507060343205e-01,nan,1.892192003289283104e-05,9.657956055731515832e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
2.800000000000000000e+01,5.471358297130564807e+01,2.937366034438546336e+01,-1.995709622234629298e-03,6.157352495859861818e+01,2.589418384361295011e-01,nan,1.556727783409341066e-05,1.398951146127145506e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.100000000000000000e+01,9.050024033741519247e+01,2.502857941018505983e+01,-7.977194286741240078e-03,2.526222304361176896e+02,2.605944431821616281e-02,nan,1.658566244848700373e-05,6.821137588374302396e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.100000000000000000e+01,7.059609634847691950e+01,2.538656639871090448e+01,-8.358103282959571112e-03,2.647884692069155790e+02,2.797230409176443278e-02,nan,1.974932119068419420e-05,1.637532134975247189e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.100000000000000000e+01,1.154799256609931888e+02,1.184746285876147276e+01,-2.715558611800829043e-03,8.456551195005346244e+01,2.064063812691974142e-01,nan,2.063029653687898282e-05,1.356207881821019967e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,3.432492960799757498e+01,8.777883037644823361e+00,-7.907663567031368579e-03,2.504014182571088156e+02,1.972711488729550489e-02,nan,1.268536307071571552e-05,2.898073892843290267e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.302150560801766233e+02,3.054322693041770620e+01,-7.689067081315961727e-03,2.434194433862749065e+02,2.716897460732725644e-02,nan,1.522821269422849544e-05,1.039719096054486158e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.400000000000000000e+01,1.216100488464193035e+02,5.242683677519346475e+01,-7.347578306926864575e-03,2.325122870628167107e+02,3.127532237774599544e-02,nan,1.721753191442284165e-05,1.290230621247411769e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.700000000000000000e+01,1.375067449681615450e+01,4.695870085832827812e+01,-7.802282278456991634e-03,2.470355383973552534e+02,2.240697946972158849e-02,nan,1.305073565041612164e-05,2.350103103552893913e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.700000000000000000e+01,8.945298982254170994e+01,4.613799034451506031e+01,-1.422593541146788829e-03,4.326818915628533091e+01,3.069977051963193038e-01,nan,1.014112638653937532e-05,7.753818550177664193e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.700000000000000000e+01,1.095160921830433693e+02,4.793175970968801636e+01,-1.660498638772070230e-03,5.086688136685240380e+01,2.803520363388419812e-01,nan,1.193334616137482373e-05,1.290230621247411769e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.800000000000000000e+01,1.286754413918681337e+02,3.940363492205854357e+01,-7.974333418405253268e-03,2.525308542606716458e+02,3.377611986075235162e-02,nan,2.158386944303099161e-05,1.481632742378423373e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.800000000000000000e+01,3.500279061072468778e+01,3.692645183760298977e+01,-1.527342750134464420e-03,4.661388038502649067e+01,3.051306898534058565e-01,nan,1.154305120712371361e-05,1.309394425089311120e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.900000000000000000e+01,1.047506237156097484e+02,4.637556684546274788e+00,-6.496542504179020697e-03,2.053301913876774734e+02,3.891913287543125044e-02,nan,1.605780012324234241e-05,1.229688396699602393e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+01,8.099040298705784124e+00,1.287328114548616220e+01,-8.174475026387332047e-03,2.589233800735451041e+02,3.195979421081773797e-02,nan,2.146536137790327795e-05,1.191827345571329388e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+01,4.752431487812454236e+01,3.309724747293226699e+01,-7.587978016473630183e-03,2.401906572137280023e+02,3.675021413680845672e-02,nan,2.177364826598302520e-05,8.920732327128455097e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.100000000000000000e+01,6.411457445727427285e+01,3.513358930672216474e+01,-8.748637494072382045e-03,2.772621374786942283e+02,2.092822614140377180e-02,nan,1.672333036064187358e-05,1.671476595611234472e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.100000000000000000e+01,4.874648744839777237e+01,2.426063276701991711e+01,-7.949340258828931430e-03,2.517325723874131427e+02,3.584632445261637379e-02,nan,2.506957747387625007e-05,8.920732327128455097e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.100000000000000000e+01,4.411387310637189074e+01,4.779492568857651058e+00,-2.460564656316590638e-03,7.642100137579215868e+01,2.253507908224753331e-01,nan,1.854763770755480295e-05,2.002438361254591825e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.200000000000000000e+01,9.601639271580545199e+01,4.200961965261051745e+01,-8.779204194413815429e-03,2.782384383234664824e+02,2.140253523611779229e-02,nan,1.682632261331085677e-05,7.753818550177664193e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.400000000000000000e+01,1.064347606079646056e+02,1.681856806396683623e+01,-8.558217384323751550e-03,2.711801164580211321e+02,2.661809203013354441e-02,nan,1.921740619855394499e-05,6.133530746092157315e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.400000000000000000e+01,1.262116239935671160e+02,1.008195360578806010e+01,-1.861973257363679036e-03,5.730198355760236240e+01,2.685865024923042021e-01,nan,1.492113434151844442e-05,1.345996791043036822e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000000e+01,3.240071957921418999e+01,2.147773066232414152e+01,-8.582304790163202898e-03,2.719494685440083686e+02,2.367775530772797676e-02,nan,1.945705874275109807e-05,1.480325170998164630e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.600000000000000000e+01,4.553903395082662087e+01,3.507198890048920248e+01,-6.753798883193158457e-03,2.135469638017448517e+02,3.129945382918297714e-02,nan,1.452264579228552186e-05,1.127710864467418972e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.700000000000000000e+01,1.299834471388525401e+02,2.795498000141333250e+01,-7.698166775516805498e-03,2.437100877488072399e+02,3.544133709657015796e-02,nan,2.055333628773019770e-05,1.826668339841769395e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.900000000000000000e+01,1.022113051774125694e+02,2.126633420433419275e+01,-8.045091992002921522e-03,2.547908841103653685e+02,3.535000222501527567e-02,nan,2.241363961176423867e-05,4.747707320065416070e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+01,5.605535540240971670e+01,4.701365221446366149e+01,-1.407764183139957430e-02,4.474706120020379103e+02,9.284091548585560183e-03,nan,1.947247845659546512e-05,4.896129035108121030e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
5.200000000000000000e+01,1.138510871393181390e+02,4.534868391057347736e+01,-6.672526386257161476e-03,2.109511190907012406e+02,4.883183107072697204e-02,nan,2.187989444299248237e-05,2.372327917540301812e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
