frame_indices,x_coords,y_coords,contrasts,calibrated_values,fit_errors,diffblur_errors,residual_errors,neareast_neighbour_distances,selections,good_flags,peak_labels,peak_features
5.000000000000000000e+00,3.815931307034997388e+01,1.263126512316657291e+01,-5.101187297716685588e-03,1.607625261961568697e+02,9.004423093396085598e-02,nan,2.572769501933813894e-05,7.015860634496507764e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.492173856089307193e+01,1.739606493884836524e+01,-1.522784206446555063e-03,4.646828043463195712e+01,3.520288859149198757e-01,nan,1.503004922289044775e-05,2.163634813387826483e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.361432473597852777e+02,1.752063730538738895e+01,-1.683931255464383861e-03,5.161531947814307131e+01,3.508873152640368254e-01,nan,1.926178780715208169e-05,1.095558667390263352e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,7.173155563818215796e+01,2.659541577550152169e+01,-6.871570706691688263e-03,2.173085975236591025e+02,3.107666621359250758e-02,nan,1.442354929602771253e-05,1.850064959917940044e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,9.077752277169905426e+01,4.432836963003198605e+01,-1.784780058463050073e-03,5.483643168397730960e+01,3.261290057927060948e-01,nan,1.774366853379134745e-05,1.561498448552379692e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.199643765541443514e+02,4.922535299458008495e+01,-6.720138940442653072e-03,2.124718647503186446e+02,4.419344035734751319e-02,nan,2.114903657915327410e-05,1.243176494675353894e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,3.899762230847087352e+01,2.577138871525470165e+01,-6.627541462233172559e-03,2.095142999759110296e+02,6.468708738961637117e-02,nan,3.038348794934673711e-05,6.183263535443344061e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,1.253254382459391962e+02,1.578861959595667486e+01,-1.644322683844845479e-03,5.035022113581528203e+01,3.644154543649154032e-01,nan,1.784664798790861907e-05,7.130578832509374188e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,9.118997752171411264e+01,5.608864882227819315e+00,-7.076892482855747131e-03,2.238665779821317869e+02,3.646161674664627483e-02,nan,1.865616190992169381e-05,1.588970273164871472e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,7.284483866817951991e+01,8.128292651237234878e+00,-1.389000253190365852e-02,4.414774101004895783e+02,1.484136312825790061e-02,nan,2.716140210633291054e-05,1.536197882801725889e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,1.056526633545811791e+02,4.907788888177127262e+01,-7.003292140797003767e-03,2.215157820072689958e+02,2.314391380832470091e-02,nan,1.098279206768289345e-05,1.431247289503519760e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,3.814557395305202903e+01,1.964711230503517569e+01,-7.123941840522389490e-03,2.253693351369061872e+02,7.198422048371810877e-02,nan,3.833068165486524435e-05,6.183263535443344061e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,1.469748583431716860e+01,3.903125089333003217e+01,-6.884585414158436202e-03,2.177242874657306686e+02,5.383226969348597901e-02,nan,2.620824740069298736e-05,1.651460916782969690e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
