frame_indices,x_coords,y_coords,contrasts,calibrated_values,fit_errors,diffblur_errors,residual_errors,neareast_neighbour_distances,selections
5.000000000000000000e+00,6.874542214445385468e+01,1.235243123846315427e+01,-1.633326847024041406e-02,5.095999029862541647e+02,1.262663071166492124e-02,nan,nan,1.620590392357849296e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.321493158796392038e+02,2.778352982851885855e+01,-1.793518337415172387e-02,5.597726905773967019e+02,3.351828041263515967e-02,nan,nan,5.504056390690584166e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.864785203152235624e+02,5.289408706571012431e+01,-5.343379116172828833e-03,1.653909922223407420e+02,7.199007333150275745e-02,nan,nan,1.508259169994119731e+01,1.000000000000000000e+00
5.000000000000000000e+00,2.171873033835945819e+02,6.202194114558003690e+01,-1.107203666056897490e-02,3.448154531943930579e+02,4.330443927508409452e-02,nan,nan,1.103648790050818462e+01,1.000000000000000000e+00
5.000000000000000000e+00,9.356376098649371897e+01,6.307596760273779779e+01,-2.056619490403424622e-02,6.421773066505305678e+02,5.137685781755529923e-02,nan,nan,1.871877629441611290e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.192382609985111515e+02,6.377553345919426420e+01,-6.246321631454374024e-03,1.936716099478008459e+02,1.222673436958710003e-01,nan,nan,1.237456232133438583e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.907285446977517438e+02,7.618716463060746946e+01,-7.580606587994089332e-03,2.354620917936644275e+02,4.806768574624353807e-02,nan,nan,9.160106671088945163e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.789412677371743712e+02,8.507488133994726809e+01,-1.635115751338140147e-02,5.101601968942077292e+02,1.172657253180153791e-02,nan,nan,1.476250000680223451e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.426070220732195892e+01,9.773489918414165345e+01,-9.245640492218336684e-03,2.876117985007561515e+02,3.800546613089517134e-02,nan,nan,7.639922429765430678e+00,1.000000000000000000e+00
5.000000000000000000e+00,2.925021648727469170e+01,1.005809098606440983e+02,-8.451020722204501123e-03,2.627239041192990499e+02,4.576762229637354462e-02,nan,nan,9.716558220508773047e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.871036897445446812e+02,1.018466727723497911e+02,-7.692424473506122989e-03,2.389642847035298701e+02,5.043950745428327220e-02,nan,nan,1.724940683644815209e+01,1.000000000000000000e+00
