frame_indices,x_coords,y_coords,contrasts,calibrated_values,fit_errors,diffblur_errors,residual_errors,neareast_neighbour_distances,selections
5.000000000000000000e+00,1.801666297100620113e+02,8.198283708258546909e+00,-1.630144654944264485e-02,5.086032242806435875e+02,9.961174768923442002e-03,nan,nan,1.557278209180496731e+01,1.000000000000000000e+00
5.000000000000000000e+00,5.628483381491791704e+01,8.507242241928089754e+00,-2.079820447703685515e-02,6.494439641970390085e+02,8.689008809720211168e-02,nan,nan,8.178749056625434832e+00,1.000000000000000000e+00
5.000000000000000000e+00,4.816013868833495337e+01,9.445999522235663193e+00,-6.619665999209826263e-03,2.053649449782743375e+02,2.813958453228969647e-01,nan,nan,8.178749056625434832e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.171178195627961216e+01,1.208130889270166897e+01,-5.620352450143072456e-03,1.740659375766596213e+02,1.841882909435867965e-01,nan,nan,2.302481733560652088e+01,1.000000000000000000e+00
5.000000000000000000e+00,9.684901920028360678e+01,1.291524874480449547e+01,-1.666097360328131632e-02,5.198637940284331762e+02,1.236197750922053418e-01,nan,nan,6.599330125083898935e+00,1.000000000000000000e+00
5.000000000000000000e+00,2.437012393562192614e+01,3.360622499688981435e+01,-6.588711939987304707e-03,2.043954481375475041e+02,5.625328442827848274e-02,nan,nan,1.638477033367417235e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.616339901824825915e+02,3.384745240338352090e+01,-7.942467613462247944e-03,2.467957627171307138e+02,1.131110146558322871e-01,nan,nan,1.535533937391524262e+01,1.000000000000000000e+00
5.000000000000000000e+00,4.042667098639048362e+01,3.686935167137010438e+01,-6.456463723800489121e-03,2.002533669047381863e+02,1.168023661927822809e-01,nan,nan,1.469099713453529255e+01,1.000000000000000000e+00
5.000000000000000000e+00,6.478701911352270315e+01,4.357514119562639365e+01,-6.757062276609528996e-03,2.096682661003622457e+02,5.272421735211740845e-02,nan,nan,1.279306089596327389e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.700472206387018161e+02,4.669284070341777948e+01,-1.963375104545315303e-02,6.129726918841492989e+02,3.138299090408802616e-02,nan,nan,5.709824325328558992e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.683457848510744839e+02,5.472875354916915569e+01,-1.128083211682429955e-02,3.513550328256928879e+02,1.034064040494018233e-01,nan,nan,5.148356991016144413e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.416959925160366254e+02,5.592307461205713537e+01,-1.415683309216819556e-02,4.414328426366420786e+02,5.490018957578879366e-02,nan,nan,8.060964417935769788e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.871009018794701717e+02,5.879841654759216141e+01,-1.078526967927161649e-02,3.358337658365593938e+02,3.046596960712666391e-02,nan,nan,6.564542731590523594e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.366396144126610750e+02,6.242709016258021393e+01,-1.237683988855999874e-02,3.856825523432846694e+02,1.359908664406911383e-01,nan,nan,8.238275171766343163e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.242505888561937297e+02,6.451529054248354100e+01,-2.495793098351449177e-02,7.797287089966308713e+02,6.051022356430735272e-03,nan,nan,1.256377869374613887e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.414897788922849031e+02,8.691458397549052961e+01,-1.908228271574051796e-02,5.957004239862995973e+02,1.335685329932423393e-02,nan,nan,9.471839759942136894e+00,1.000000000000000000e+00
5.000000000000000000e+00,6.954389821309806052e+01,8.874515405572651616e+01,-1.389293226010796835e-02,4.331673346750427527e+02,1.583215254633452140e-02,nan,nan,1.802214875294711405e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.399563743087988996e+02,9.626147751406070086e+01,-1.963316382672712981e-02,6.129542998956994779e+02,2.013488354660109003e-02,nan,nan,9.471839759942136894e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.462843566994598916e+02,1.064044426661643854e+02,-3.868177148456409392e-02,1.209566356872090410e+03,2.282984837677681789e-02,nan,nan,4.931354065514199192e+00,1.000000000000000000e+00
5.000000000000000000e+00,4.858926557518591238e+01,1.066859404481461269e+02,-4.074540018824381049e-02,1.274200254942395986e+03,8.156855419564457144e-03,nan,nan,5.712151497673727540e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.770166471019048799e+02,1.148656583478973801e+02,-7.134604781668137455e-03,2.214930889212766658e+02,4.880623973296649432e-02,nan,nan,1.867706490012610487e+01,1.000000000000000000e+00
5.000000000000000000e+00,6.469926607542620900e+01,1.306000026536150926e+02,-1.497897407423993618e-02,4.671827153438271125e+02,2.544257759094947779e-02,nan,nan,9.580734894713090810e+00,1.000000000000000000e+00
