frame_indices,x_coords,y_coords,contrasts,calibrated_values,fit_errors,diffblur_errors,residual_errors,neareast_neighbour_distances,selections
5.000000000000000000e+00,4.328187703408651288e+01,7.612542185217050061e+00,-2.335074202446996150e-03,6.795158282093440505e+01,1.671189603135935231e-01,nan,1.127402163732715081e-05,1.048963569639634308e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.407644093007125434e+02,3.953904436157188940e+01,-7.096321372208383958e-03,2.115201229074952494e+02,2.299289199832665886e-02,nan,1.201065395862684430e-05,2.384486379093897668e+01,1.000000000000000000e+00
6.000000000000000000e+00,7.785731524137717940e+01,5.049952780468988323e+01,-1.664653275950610115e-03,4.773600689539610187e+01,2.554398614727012573e-01,nan,1.046470970792345195e-05,1.299475935148302241e+01,1.000000000000000000e+00
8.000000000000000000e+00,1.374052331434471625e+02,1.593198048753425944e+01,-9.660559478651723278e-03,2.888410239761216189e+02,1.672606761346462356e-02,nan,1.834371424165310953e-05,1.034937293017623539e+01,1.000000000000000000e+00
8.000000000000000000e+00,7.704208998351409932e+00,4.488973011163817972e+01,-1.492974404428974028e-03,4.255927817931376467e+01,3.102637226673358173e-01,nan,1.210671251319733541e-05,2.618892941017172049e+01,1.000000000000000000e+00
9.000000000000000000e+00,8.462178230599347728e+01,3.940422447694454178e+01,-9.692318109039834567e-03,2.897986596621929607e+02,1.745640680439697334e-02,nan,1.680725177515832579e-05,1.299475935148302241e+01,1.000000000000000000e+00
1.000000000000000000e+01,7.277830680955892717e+01,1.586863096853640975e+01,-8.748150237399518123e-03,2.613286394983734340e+02,1.736904020952367844e-02,nan,1.532539832674398452e-05,1.693120312518561832e+01,1.000000000000000000e+00
1.000000000000000000e+01,4.783679980167161716e+01,5.174220365726414173e+01,-8.858701032622802105e-03,2.646621392537349493e+02,1.605621297693216043e-02,nan,1.230555520765415360e-05,1.162246923230014417e+01,1.000000000000000000e+00
1.100000000000000000e+01,5.326556276320972927e+01,2.050868123710722557e+01,-8.437424477560410280e-03,2.519591524465966188e+02,1.214559500543599402e-02,nan,9.418166553726814406e-06,1.948541596685994293e+01,1.000000000000000000e+00
1.100000000000000000e+01,7.147092366852702128e+01,3.274928227673067482e+01,-9.340785830366233125e-03,2.791987109002386092e+02,1.413504059515202638e-02,nan,1.213469290969257951e-05,1.473883776255147815e+01,1.000000000000000000e+00
1.200000000000000000e+01,3.315906439862087751e+01,5.313371097217583383e+00,-8.306117856680327385e-03,2.479997907097856569e+02,1.759952209204262985e-02,nan,1.159266170482317455e-05,2.139776008577943500e+01,1.000000000000000000e+00
1.200000000000000000e+01,8.257622698903469782e+00,1.703477575481342399e+01,-1.801244202110388127e-03,5.185470923506340313e+01,2.995038262634975856e-01,nan,1.545660384907643651e-05,1.129759479697699298e+01,1.000000000000000000e+00
