frame_indices,x_coords,y_coords,contrasts,calibrated_values,fit_errors,diffblur_errors,residual_errors,neareast_neighbour_distances,selections
5.000000000000000000e+00,5.904283793174653994e+01,6.151477230412128350e+00,-8.755779839188239724e-03,2.615586991342615306e+02,2.399115219939607080e-02,nan,1.841673200669662918e-05,2.031871447774507189e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.044549237526706946e+02,4.556810436681708154e+01,-5.775824534650615162e-03,1.717024456482425308e+02,3.326021467129358644e-02,nan,1.161815371668020920e-05,1.085938055061253138e+01,1.000000000000000000e+00
8.000000000000000000e+00,8.121494286756791325e+01,3.583044657655428722e+01,-8.752332257445616728e-03,2.614547422801076664e+02,1.965393632052303552e-02,nan,1.483438251402885471e-05,1.446063727966188317e+01,1.000000000000000000e+00
1.000000000000000000e+01,9.893450297153053441e+01,8.588190474362765059e+00,-8.403706657366416879e-03,2.509424402181501534e+02,2.186298457022328723e-02,nan,1.507338401518602337e-05,1.105021817419869912e+01,1.000000000000000000e+00
1.000000000000000000e+01,4.842124358123228234e+01,3.980632324653948473e+01,-8.893631941804093846e-03,2.657154304306568520e+02,1.877966088302684966e-02,nan,1.515631249088855815e-05,1.505458485678152059e+01,1.000000000000000000e+00
1.000000000000000000e+01,2.029780117406813744e+01,3.296626556650853246e+01,-1.372790370847675086e-03,3.893530201765483412e+01,3.330010823900362293e-01,nan,1.138296123979802003e-05,3.920867744888388184e+00,1.000000000000000000e+00
1.400000000000000000e+01,4.037782886084325895e+01,1.914320050844934684e+01,-1.792127158542583185e-02,5.379308810994964460e+02,4.277293701055118191e-03,nan,1.878582532559870327e-05,2.124988769025376101e+01,1.000000000000000000e+00
1.400000000000000000e+01,1.429256520481474126e+02,2.744803971672581966e+01,-2.638177489250807112e-02,7.930451536601857470e+02,4.248408467197983818e-03,nan,3.054429285244241447e-05,2.259531967499608385e+01,1.000000000000000000e+00
1.400000000000000000e+01,1.043970865975631028e+02,3.464978622500346006e+01,-9.007148360697317044e-03,2.691383542897371512e+02,1.804907580639225628e-02,nan,1.520810434914984407e-05,1.082190028570966689e+01,1.000000000000000000e+00
1.400000000000000000e+01,9.049624360709682946e+01,1.572283136202754683e+01,-1.978785953875625888e-03,5.720822464741768698e+01,1.965387984662554377e-01,nan,1.063322382751358258e-05,1.105021817419869912e+01,1.000000000000000000e+00
1.600000000000000000e+01,5.709585945450701416e+01,6.025838734154905119e+00,-1.603865742679769354e-03,4.590304651842092198e+01,2.591515956011031241e-01,nan,9.715128033705713864e-06,9.163034639913647084e+00,1.000000000000000000e+00
1.600000000000000000e+01,1.140423867093304864e+02,2.974247417584833642e+01,-9.148346017652105380e-03,2.733959659511073141e+02,1.970148140668637193e-02,nan,1.692058560436732951e-05,1.082190028570966689e+01,1.000000000000000000e+00
